GAME_ID,home_team_id,home_team_name,away_team_id,away_team_name,pts_diff,ast_diff,blk_diff,fg_pct_diff,plus_minus_diff,reb_diff,stl_diff,tov_diff,home_win
0022200346,1610612751,Brooklyn Nets,1610612738,Boston Celtics,-11,-1,-2,-0.02699999999999997,-22,-3,-5,-2,0
0022200347,1610612765,Detroit Pistons,1610612763,Memphis Grizzlies,-10,-2,2,-0.027000000000000024,-20,-7,-2,1,0
0022200348,1610612752,New York Knicks,1610612739,Cleveland Cavaliers,11,0,-3,0.057999999999999996,22,15,-1,2,1
0022200349,1610612764,Washington Wizards,1610612747,Los Angeles Lakers,-11,-10,3,-0.07500000000000001,-22,-7,5,-5,0
0022200350,1610612758,Sacramento Kings,1610612741,Chicago Bulls,9,13,-3,0.02300000000000002,18,7,1,3,1
0022200351,1610612757,Portland Trail Blazers,1610612754,Indiana Pacers,16,10,-2,0.04799999999999999,32,1,0,0,1
0022200352,1610612766,Charlotte Hornets,1610612746,LA Clippers,-2,-1,-1,-0.0040000000000000036,-4,2,4,-2,0
0022200353,1610612753,Orlando Magic,1610612749,Milwaukee Bucks,-7,-10,-2,-0.08100000000000002,-14,7,-1,-3,0
0022200354,1610612737,Atlanta Hawks,1610612760,Oklahoma City Thunder,-7,-1,0,-0.02200000000000002,-14,5,-1,2,0
0022200355,1610612761,Toronto Raptors,1610612738,Boston Celtics,-6,-8,2,-0.02999999999999997,-12,-3,0,2,0
0022200356,1610612745,Houston Rockets,1610612755,Philadelphia 76ers,9,-4,-3,-0.0010000000000000009,18,12,-1,1,1
0022200357,1610612763,Memphis Grizzlies,1610612748,Miami Heat,8,0,2,0.07500000000000001,16,-4,3,-5,1
0022200358,1610612742,Dallas Mavericks,1610612756,Phoenix Suns,19,-5,1,0.08400000000000002,38,0,2,0,1
0022200359,1610612744,Golden State Warriors,1610612754,Indiana Pacers,-8,0,-2,-0.07399999999999995,-16,0,3,-5,0
0022200360,1610612739,Cleveland Cavaliers,1610612747,Los Angeles Lakers,14,9,-3,0.08900000000000002,28,1,7,-8,1
0022200361,1610612748,Miami Heat,1610612765,Detroit Pistons,-20,-6,1,-0.065,-40,0,-1,2,0
0022200362,1610612743,Denver Nuggets,1610612742,Dallas Mavericks,-1,3,0,0.013000000000000012,-2,1,-2,0,0
0022200363,1610612753,Orlando Magic,1610612746,LA Clippers,5,-6,-4,0.010000000000000009,10,0,5,-4,1
0022200364,1610612751,Brooklyn Nets,1610612766,Charlotte Hornets,6,8,5,0.03599999999999992,12,-1,-1,0,1
0022200365,1610612752,New York Knicks,1610612737,Atlanta Hawks,24,10,-4,0.07,48,16,2,3,1
0022200366,1610612761,Toronto Raptors,1610612747,Los Angeles Lakers,13,9,2,0.018000000000000016,26,8,4,-4,1
0022200367,1610612741,Chicago Bulls,1610612764,Washington Wizards,4,7,-2,0.01200000000000001,8,3,-1,1,1
0022200368,1610612763,Memphis Grizzlies,1610612760,Oklahoma City Thunder,21,7,6,0.14100000000000001,42,2,4,-2,1
0022200369,1610612749,Milwaukee Bucks,1610612758,Sacramento Kings,13,15,-2,0.006000000000000005,26,10,1,-1,1
0022200370,1610612750,Minnesota Timberwolves,1610612754,Indiana Pacers,6,3,-2,-0.008000000000000007,12,20,5,4,1
0022200371,1610612740,New Orleans Pelicans,1610612765,Detroit Pistons,6,4,8,0.07,12,8,3,6,1
0022200372,1610612762,Utah Jazz,1610612744,Golden State Warriors,1,0,2,0.07600000000000001,2,-2,-2,3,1
0022200373,1610612756,Phoenix Suns,1610612738,Boston Celtics,-27,-10,1,-0.08699999999999997,-54,-4,-9,5,0
0022200374,1610612748,Miami Heat,1610612746,LA Clippers,5,0,-2,0.04799999999999999,10,0,8,-8,1
0022200375,1610612759,San Antonio Spurs,1610612745,Houston Rockets,9,2,3,0.10500000000000004,18,-4,2,3,1
0022200376,1610612757,Portland Trail Blazers,1610612743,Denver Nuggets,-1,2,-2,-0.03200000000000003,-2,-10,4,-3,0
0022200377,1610612766,Charlotte Hornets,1610612752,New York Knicks,-19,-9,-1,-0.0010000000000000009,-38,-3,2,-1,0
0022200378,1610612754,Indiana Pacers,1610612764,Washington Wizards,10,-2,-1,-0.026000000000000023,20,2,1,-2,1
0022200379,1610612753,Orlando Magic,1610612761,Toronto Raptors,4,1,-1,0.16799999999999998,8,10,-7,13,1
0022200380,1610612751,Brooklyn Nets,1610612737,Atlanta Hawks,4,9,1,0.04700000000000004,8,0,-2,3,1
0022200381,1610612739,Cleveland Cavaliers,1610612758,Sacramento Kings,-11,-1,-1,-0.10000000000000003,-22,-2,-4,1,0
0022200382,1610612755,Philadelphia 76ers,1610612747,Los Angeles Lakers,11,1,-2,0.03300000000000003,22,5,2,2,1
0022200383,1610612763,Memphis Grizzlies,1610612765,Detroit Pistons,11,7,1,0.08399999999999996,22,1,5,-5,1
0022200384,1610612740,New Orleans Pelicans,1610612756,Phoenix Suns,11,-3,-2,0.01100000000000001,22,7,4,-6,1
0022200385,1610612762,Utah Jazz,1610612750,Minnesota Timberwolves,-10,-8,-3,-0.09900000000000003,-20,-4,2,-6,0
0022200386,1610612742,Dallas Mavericks,1610612749,Milwaukee Bucks,-1,-6,2,0.029000000000000026,-2,-8,3,-6,0
0022200387,1610612748,Miami Heat,1610612759,San Antonio Spurs,-4,2,-1,-0.05700000000000005,-8,-14,-3,-8,0
0022200388,1610612754,Indiana Pacers,1610612751,Brooklyn Nets,-3,11,0,0.03300000000000003,-6,-29,3,1,0
0022200389,1610612764,Washington Wizards,1610612746,LA Clippers,-7,2,-4,0.009000000000000008,-14,8,-1,5,0
0022200390,1610612739,Cleveland Cavaliers,1610612760,Oklahoma City Thunder,8,0,-2,0.012999999999999956,16,8,-2,2,1
0022200391,1610612741,Chicago Bulls,1610612742,Dallas Mavericks,29,9,1,0.179,58,7,3,2,1
0022200392,1610612744,Golden State Warriors,1610612738,Boston Celtics,16,9,0,0.07400000000000001,32,14,-5,5,1
0022200393,1610612743,Denver Nuggets,1610612762,Utah Jazz,5,8,2,0.08800000000000002,10,-3,0,-5,1
0022200394,1610612757,Portland Trail Blazers,1610612750,Minnesota Timberwolves,6,-2,0,-0.02400000000000002,12,17,-6,3,1
0022200395,1610612740,New Orleans Pelicans,1610612756,Phoenix Suns,5,-3,-2,0.11399999999999993,10,1,3,2,1
0022200396,1610612765,Detroit Pistons,1610612747,Los Angeles Lakers,-7,-3,-1,-0.08600000000000002,-14,-2,1,1,0
0022200397,1610612752,New York Knicks,1610612758,Sacramento Kings,13,-1,4,0.05099999999999999,26,14,1,0,1
0022200398,1610612753,Orlando Magic,1610612761,Toronto Raptors,12,7,0,0.068,24,14,-6,9,1
0022200399,1610612755,Philadelphia 76ers,1610612766,Charlotte Hornets,18,10,3,0.14500000000000007,36,-4,-6,0,1
0022200400,1610612737,Atlanta Hawks,1610612741,Chicago Bulls,1,0,0,0.0,2,-8,-8,-4,1
0022200401,1610612745,Houston Rockets,1610612749,Milwaukee Bucks,5,5,2,0.07300000000000001,10,-3,6,-4,1
0022200402,1610612754,Indiana Pacers,1610612748,Miami Heat,-5,-7,9,-0.03200000000000003,-10,-3,0,4,0
0022200403,1610612764,Washington Wizards,1610612751,Brooklyn Nets,-12,-4,-5,-0.025999999999999968,-24,3,-2,7,0
0022200404,1610612763,Memphis Grizzlies,1610612737,Atlanta Hawks,25,16,11,0.246,50,10,-5,7,1
0022200405,1610612742,Dallas Mavericks,1610612760,Oklahoma City Thunder,7,3,2,-0.057999999999999996,14,8,0,1,1
0022200406,1610612759,San Antonio Spurs,1610612739,Cleveland Cavaliers,1,4,-5,-0.015000000000000013,2,2,-1,-2,1
0022200407,1610612757,Portland Trail Blazers,1610612750,Minnesota Timberwolves,21,7,2,0.04400000000000004,42,17,-8,9,1
0022200408,1610612746,LA Clippers,1610612738,Boston Celtics,20,-9,-4,0.05499999999999999,40,10,5,-5,1
0022200409,1610612755,Philadelphia 76ers,1610612758,Sacramento Kings,20,13,0,0.09900000000000003,40,-6,5,-5,1
0022200410,1610612749,Milwaukee Bucks,1610612744,Golden State Warriors,17,-3,3,0.14900000000000002,34,18,1,5,1
0022200411,1610612745,Houston Rockets,1610612756,Phoenix Suns,14,-6,2,0.09999999999999998,28,23,-7,13,1
0022200412,1610612762,Utah Jazz,1610612740,New Orleans Pelicans,21,6,7,0.07799999999999996,42,16,-8,5,1
0022200413,1610612747,Los Angeles Lakers,1610612738,Boston Celtics,-4,-4,7,0.030999999999999972,-8,-2,1,-2,0
0022200414,1610612766,Charlotte Hornets,1610612765,Detroit Pistons,-7,-4,-2,-0.10400000000000004,-14,0,7,-11,0
0022200415,1610612754,Indiana Pacers,1610612744,Golden State Warriors,6,3,4,0.04099999999999998,12,-12,5,-6,1
0022200416,1610612753,Orlando Magic,1610612737,Atlanta Hawks,11,-2,0,0.0050000000000000044,22,7,8,1,1
0022200417,1610612761,Toronto Raptors,1610612758,Sacramento Kings,-1,-4,4,0.016000000000000014,-2,-11,5,-8,0
0022200418,1610612741,Chicago Bulls,1610612752,New York Knicks,-8,0,2,0.05300000000000005,-16,-17,-1,-6,0
0022200419,1610612760,Oklahoma City Thunder,1610612748,Miami Heat,-2,1,3,0.07,-4,5,-2,0,0
0022200420,1610612759,San Antonio Spurs,1610612757,Portland Trail Blazers,-16,-3,0,-0.14099999999999996,-32,0,4,-6,0
0022200421,1610612742,Dallas Mavericks,1610612739,Cleveland Cavaliers,-15,-9,1,-0.134,-30,-10,-3,4,0
0022200422,1610612743,Denver Nuggets,1610612764,Washington Wizards,13,-9,2,0.124,26,21,-2,5,1
0022200423,1610612746,LA Clippers,1610612750,Minnesota Timberwolves,11,6,-2,-0.03699999999999998,22,9,-1,-2,1
0022200424,1610612745,Houston Rockets,1610612748,Miami Heat,-3,1,-2,0.025000000000000022,-6,11,0,1,0
0022200425,1610612763,Memphis Grizzlies,1610612749,Milwaukee Bucks,41,8,6,0.17700000000000005,82,17,0,-1,1
0022200426,1610612762,Utah Jazz,1610612740,New Orleans Pelicans,3,0,0,-0.01799999999999996,6,-5,0,-2,1
0022200427,1610612746,LA Clippers,1610612756,Phoenix Suns,-16,-6,-5,-0.08500000000000002,-32,-1,-4,9,0
0022200428,1610612766,Charlotte Hornets,1610612737,Atlanta Hawks,-19,1,0,-0.14900000000000002,-38,2,5,-1,0
0022200429,1610612765,Detroit Pistons,1610612758,Sacramento Kings,-9,-8,0,-0.065,-18,13,-1,3,0
0022200430,1610612738,Boston Celtics,1610612753,Orlando Magic,-8,-2,11,-0.04500000000000004,-16,-15,2,-4,0
0022200431,1610612739,Cleveland Cavaliers,1610612754,Indiana Pacers,6,-11,-2,-0.025000000000000022,12,1,0,0,1
0022200432,1610612755,Philadelphia 76ers,1610612744,Golden State Warriors,12,-8,-1,0.04400000000000004,24,1,3,-2,1
0022200433,1610612761,Toronto Raptors,1610612751,Brooklyn Nets,-3,-5,-5,-0.11699999999999999,-6,-5,0,-6,0
0022200434,1610612741,Chicago Bulls,1610612752,New York Knicks,-23,7,0,0.066,-46,-11,-10,8,0
0022200435,1610612760,Oklahoma City Thunder,1610612750,Minnesota Timberwolves,-2,6,-2,-0.02799999999999997,-4,2,-9,6,0
0022200436,1610612742,Dallas Mavericks,1610612757,Portland Trail Blazers,20,4,3,0.11800000000000005,40,-2,0,1,1
0022200437,1610612747,Los Angeles Lakers,1610612743,Denver Nuggets,18,4,0,0.04600000000000004,36,6,4,-4,1
0022200438,1610612746,LA Clippers,1610612764,Washington Wizards,9,-1,3,0.0010000000000000009,18,7,-4,-2,1
0022200439,1610612759,San Antonio Spurs,1610612748,Miami Heat,-10,4,0,-0.08300000000000002,-20,-2,-6,3,0
0022200440,1610612739,Cleveland Cavaliers,1610612742,Dallas Mavericks,1,4,-1,0.017000000000000015,2,6,1,1,1
0022200441,1610612745,Houston Rockets,1610612757,Portland Trail Blazers,-12,-1,2,-0.07099999999999995,-24,15,-1,3,0
0022200442,1610612749,Milwaukee Bucks,1610612762,Utah Jazz,26,6,1,0.08000000000000002,52,25,0,1,1
0022200443,1610612760,Oklahoma City Thunder,1610612763,Memphis Grizzlies,6,14,-5,0.034999999999999976,12,0,2,0,1
0022200444,1610612756,Phoenix Suns,1610612740,New Orleans Pelicans,4,-4,-2,-0.11399999999999999,8,-1,4,-9,1
0022200445,1610612738,Boston Celtics,1610612753,Orlando Magic,-3,2,4,-0.03600000000000003,-6,8,-2,4,0
0022200446,1610612754,Indiana Pacers,1610612752,New York Knicks,-3,7,-6,-0.03699999999999998,-6,-5,-2,-1,0
0022200447,1610612765,Detroit Pistons,1610612751,Brooklyn Nets,-3,-6,-6,-0.07300000000000006,-6,6,4,-4,0
0022200448,1610612761,Toronto Raptors,1610612744,Golden State Warriors,-16,-10,0,-0.11000000000000004,-32,2,0,-3,0
0022200449,1610612750,Minnesota Timberwolves,1610612741,Chicago Bulls,24,7,4,0.132,48,9,-1,2,1
0022200450,1610612743,Denver Nuggets,1610612766,Charlotte Hornets,4,7,-4,0.030000000000000027,8,7,-1,3,1
0022200451,1610612747,Los Angeles Lakers,1610612764,Washington Wizards,2,5,-1,0.03699999999999998,4,-5,-1,-1,1
0022200452,1610612739,Cleveland Cavaliers,1610612762,Utah Jazz,23,5,2,0.22699999999999998,46,10,-4,9,1
0022200453,1610612755,Philadelphia 76ers,1610612761,Toronto Raptors,3,-2,-2,-0.019999999999999962,6,-9,2,0,1
0022200454,1610612737,Atlanta Hawks,1610612753,Orlando Magic,1,0,-5,0.03700000000000003,2,-4,-1,2,1
0022200455,1610612745,Houston Rockets,1610612759,San Antonio Spurs,-19,-7,-3,-0.12800000000000006,-38,-5,7,-8,0
0022200456,1610612750,Minnesota Timberwolves,1610612742,Dallas Mavericks,10,-4,-1,0.064,20,2,0,-5,1
0022200457,1610612740,New Orleans Pelicans,1610612749,Milwaukee Bucks,-9,4,-6,-0.13200000000000006,-18,0,1,-3,0
0022200458,1610612760,Oklahoma City Thunder,1610612757,Portland Trail Blazers,2,-6,3,-0.044999999999999984,4,-6,2,-4,1
0022200459,1610612756,Phoenix Suns,1610612747,Los Angeles Lakers,26,8,0,0.046999999999999986,52,13,5,-6,1
0022200460,1610612758,Sacramento Kings,1610612766,Charlotte Hornets,-6,-3,-5,-0.04200000000000004,-12,-14,4,-6,0
0022200461,1610612765,Detroit Pistons,1610612762,Utah Jazz,-15,-5,-4,0.0010000000000000009,-30,0,-1,2,0
0022200462,1610612748,Miami Heat,1610612741,Chicago Bulls,-10,2,0,-0.07900000000000007,-20,-4,2,-4,0
0022200463,1610612752,New York Knicks,1610612744,Golden State Warriors,38,4,-1,0.04400000000000004,76,18,5,-8,1
0022200464,1610612756,Phoenix Suns,1610612764,Washington Wizards,-3,4,-3,-0.013999999999999957,-6,3,-7,4,0
0022200465,1610612743,Denver Nuggets,1610612763,Memphis Grizzlies,14,3,-2,0.0050000000000000044,28,6,-2,1,1
0022200466,1610612739,Cleveland Cavaliers,1610612749,Milwaukee Bucks,8,2,-2,0.01200000000000001,16,-9,1,-11,1
0022200467,1610612755,Philadelphia 76ers,1610612765,Detroit Pistons,20,12,6,0.04899999999999999,40,3,2,-10,1
0022200468,1610612737,Atlanta Hawks,1610612741,Chicago Bulls,-2,2,3,-0.07100000000000001,-4,0,-3,4,0
0022200469,1610612738,Boston Celtics,1610612754,Indiana Pacers,-5,-1,2,-0.08299999999999996,-10,15,1,3,0
0022200470,1610612751,Brooklyn Nets,1610612744,Golden State Warriors,30,10,3,0.14900000000000002,60,-4,4,-6,1
0022200471,1610612752,New York Knicks,1610612761,Toronto Raptors,-7,8,-1,0.10600000000000004,-14,0,-5,12,0
0022200472,1610612745,Houston Rockets,1610612753,Orlando Magic,-6,3,-2,0.015000000000000013,-12,4,-5,6,0
0022200473,1610612750,Minnesota Timberwolves,1610612742,Dallas Mavericks,-5,6,1,0.04099999999999998,-10,0,1,0,0
0022200474,1610612760,Oklahoma City Thunder,1610612757,Portland Trail Blazers,3,-10,-2,-0.025999999999999968,6,1,0,-2,1
0022200475,1610612758,Sacramento Kings,1610612747,Los Angeles Lakers,14,4,-3,0.0050000000000000044,28,7,0,-3,1
0022200476,1610612746,LA Clippers,1610612766,Charlotte Hornets,21,4,5,0.10399999999999998,42,8,-9,12,1
0022200477,1610612740,New Orleans Pelicans,1610612759,San Antonio Spurs,9,2,4,0.006000000000000005,18,2,2,0,1
0022200478,1610612762,Utah Jazz,1610612764,Washington Wizards,8,-4,1,-0.07300000000000006,16,3,0,0,1
0022200479,1610612753,Orlando Magic,1610612759,San Antonio Spurs,20,2,-4,0.12099999999999994,40,6,-2,6,1
0022200480,1610612755,Philadelphia 76ers,1610612746,LA Clippers,5,6,-6,0.028000000000000025,10,6,2,-2,1
0022200481,1610612737,Atlanta Hawks,1610612765,Detroit Pistons,25,13,5,0.12200000000000005,50,5,3,-6,1
0022200482,1610612738,Boston Celtics,1610612750,Minnesota Timberwolves,12,3,-2,-0.043999999999999984,24,8,6,-5,1
0022200483,1610612751,Brooklyn Nets,1610612749,Milwaukee Bucks,18,13,1,0.05499999999999999,36,0,4,-6,1
0022200484,1610612739,Cleveland Cavaliers,1610612761,Toronto Raptors,-11,2,2,0.013000000000000012,-22,-10,-1,-4,0
0022200485,1610612752,New York Knicks,1610612741,Chicago Bulls,-1,-1,0,0.016000000000000014,-2,6,-4,6,0
0022200486,1610612748,Miami Heat,1610612754,Indiana Pacers,-3,-3,-3,-0.04999999999999999,-6,-5,2,-6,0
0022200487,1610612745,Houston Rockets,1610612742,Dallas Mavericks,-6,6,-4,0.007000000000000006,-12,11,-1,1,0
0022200488,1610612760,Oklahoma City Thunder,1610612740,New Orleans Pelicans,-3,-3,1,0.025000000000000022,-6,-8,-1,-3,0
0022200489,1610612743,Denver Nuggets,1610612757,Portland Trail Blazers,13,7,-1,0.13199999999999995,26,-5,4,-3,1
0022200490,1610612756,Phoenix Suns,1610612763,Memphis Grizzlies,-25,-7,0,-0.057999999999999996,-50,-18,-5,3,0
0022200491,1610612758,Sacramento Kings,1610612764,Washington Wizards,-14,-11,-2,-0.11700000000000005,-28,7,-4,3,0
0022200492,1610612747,Los Angeles Lakers,1610612766,Charlotte Hornets,-4,-3,-4,-0.031000000000000028,-8,1,-6,1,0
0022200493,1610612752,New York Knicks,1610612755,Philadelphia 76ers,-7,8,4,-0.028000000000000025,-14,14,-1,0,0
0022200494,1610612742,Dallas Mavericks,1610612747,Los Angeles Lakers,9,13,1,0.03600000000000003,18,3,1,1,1
0022200495,1610612738,Boston Celtics,1610612749,Milwaukee Bucks,21,7,0,0.08799999999999997,42,-4,1,-3,1
0022200496,1610612744,Golden State Warriors,1610612763,Memphis Grizzlies,14,12,-1,0.057999999999999996,28,7,1,-1,1
0022200497,1610612743,Denver Nuggets,1610612756,Phoenix Suns,3,-3,-5,0.0,6,2,1,-1,1
0022200498,1610612739,Cleveland Cavaliers,1610612751,Brooklyn Nets,-8,-6,-1,-0.09699999999999998,-16,-5,1,-5,0
0022200499,1610612765,Detroit Pistons,1610612746,LA Clippers,-11,7,1,-0.09800000000000003,-22,-3,-3,-1,0
0022200500,1610612748,Miami Heat,1610612750,Minnesota Timberwolves,3,-4,0,-0.08300000000000002,6,-4,5,-12,1
0022200501,1610612741,Chicago Bulls,1610612745,Houston Rockets,-15,-1,-3,-0.06700000000000006,-30,-10,-1,-5,0
0022200502,1610612740,New Orleans Pelicans,1610612754,Indiana Pacers,20,7,1,0.03400000000000003,40,18,1,3,1
0022200503,1610612759,San Antonio Spurs,1610612762,Utah Jazz,4,7,5,0.15000000000000002,8,-4,1,2,1
0022200504,1610612757,Portland Trail Blazers,1610612766,Charlotte Hornets,11,3,6,0.10199999999999998,22,5,0,2,1
0022200505,1610612753,Orlando Magic,1610612747,Los Angeles Lakers,-19,-7,3,-0.04400000000000004,-38,-9,4,-3,0
0022200506,1610612764,Washington Wizards,1610612755,Philadelphia 76ers,5,-3,-2,-0.0050000000000000044,10,0,-1,2,1
0022200507,1610612738,Boston Celtics,1610612745,Houston Rockets,24,8,3,0.07299999999999995,48,0,3,-4,1
0022200508,1610612754,Indiana Pacers,1610612737,Atlanta Hawks,15,2,-1,0.062,30,7,-1,4,1
0022200509,1610612761,Toronto Raptors,1610612746,LA Clippers,-11,-3,1,0.028000000000000025,-22,-8,-2,1,0
0022200510,1610612763,Memphis Grizzlies,1610612756,Phoenix Suns,-17,-8,-3,-0.09799999999999998,-34,-7,2,-7,0
0022200511,1610612760,Oklahoma City Thunder,1610612759,San Antonio Spurs,16,5,6,0.07,32,4,1,-1,1
0022200512,1610612742,Dallas Mavericks,1610612752,New York Knicks,5,-7,5,0.05199999999999999,10,-8,-1,-1,1
0022200513,1610612744,Golden State Warriors,1610612766,Charlotte Hornets,5,9,-5,0.019000000000000017,10,2,-3,0,1
0022200514,1610612758,Sacramento Kings,1610612743,Denver Nuggets,-7,-14,-1,0.01100000000000001,-14,-1,-4,3,0
0022200515,1610612765,Detroit Pistons,1610612753,Orlando Magic,20,1,-1,0.038000000000000034,40,2,2,0,1
0022200516,1610612764,Washington Wizards,1610612756,Phoenix Suns,25,2,2,0.12499999999999994,50,16,0,2,1
0022200517,1610612737,Atlanta Hawks,1610612751,Brooklyn Nets,-1,0,-7,-0.07300000000000001,-2,0,5,-8,0
0022200518,1610612748,Miami Heat,1610612747,Los Angeles Lakers,14,-5,0,-0.0030000000000000027,28,-7,12,-20,1
0022200519,1610612741,Chicago Bulls,1610612749,Milwaukee Bucks,6,3,4,0.08400000000000002,12,-9,-2,0,1
0022200520,1610612740,New Orleans Pelicans,1610612750,Minnesota Timberwolves,1,4,-4,-0.025000000000000022,2,8,0,4,1
0022200521,1610612744,Golden State Warriors,1610612762,Utah Jazz,5,-4,-3,0.018000000000000016,10,1,3,1,1
0022200522,1610612758,Sacramento Kings,1610612743,Denver Nuggets,1,1,-2,-0.04799999999999993,2,0,4,-4,1
0022200523,1610612766,Charlotte Hornets,1610612760,Oklahoma City Thunder,8,18,10,0.12400000000000005,16,11,-1,6,1
0022200524,1610612754,Indiana Pacers,1610612739,Cleveland Cavaliers,9,-1,4,0.04399999999999993,18,-12,-1,-2,1
0022200525,1610612738,Boston Celtics,1610612746,LA Clippers,6,-4,3,0.0010000000000000009,12,8,-1,-1,1
0022200526,1610612761,Toronto Raptors,1610612763,Memphis Grizzlies,-13,-16,3,-0.09899999999999998,-26,-6,7,-8,0
0022200527,1610612759,San Antonio Spurs,1610612752,New York Knicks,7,5,5,0.08900000000000002,14,10,-2,0,1
0022200528,1610612742,Dallas Mavericks,1610612745,Houston Rockets,15,9,8,0.07400000000000001,30,-4,2,-4,1
0022200529,1610612753,Orlando Magic,1610612764,Washington Wizards,-19,-9,-8,-0.14000000000000007,-38,-18,4,-15,0
0022200530,1610612737,Atlanta Hawks,1610612747,Los Angeles Lakers,-9,-12,-1,-0.06700000000000006,-18,-14,-1,-6,0
0022200531,1610612761,Toronto Raptors,1610612756,Phoenix Suns,9,-6,2,0.0010000000000000009,18,-11,8,-15,1
0022200532,1610612741,Chicago Bulls,1610612765,Detroit Pistons,14,-7,3,0.09899999999999998,28,3,2,-2,1
0022200533,1610612749,Milwaukee Bucks,1610612750,Minnesota Timberwolves,9,7,3,0.027000000000000024,18,32,-5,13,1
0022200534,1610612740,New Orleans Pelicans,1610612755,Philadelphia 76ers,11,-9,-4,-0.02200000000000002,22,7,9,-5,1
0022200535,1610612743,Denver Nuggets,1610612748,Miami Heat,5,13,-3,0.14399999999999996,10,0,-7,5,1
0022200536,1610612744,Golden State Warriors,1610612757,Portland Trail Blazers,6,7,-2,0.0,12,-3,7,-3,1
0022200537,1610612758,Sacramento Kings,1610612762,Utah Jazz,1,2,1,0.008000000000000007,2,1,-2,2,1
0022200538,1610612754,Indiana Pacers,1610612746,LA Clippers,1,5,-2,-0.015000000000000013,2,-3,3,-4,1
0022200539,1610612766,Charlotte Hornets,1610612751,Brooklyn Nets,-17,2,-4,-0.20399999999999996,-34,3,0,-2,0
0022200540,1610612741,Chicago Bulls,1610612739,Cleveland Cavaliers,-1,-6,1,0.021999999999999964,-2,-10,6,-6,0
0022200541,1610612745,Houston Rockets,1610612752,New York Knicks,-20,0,1,-0.01200000000000001,-40,6,-6,15,0
0022200542,1610612759,San Antonio Spurs,1610612742,Dallas Mavericks,-1,7,-3,-0.027999999999999914,-2,22,-4,8,0
0022200543,1610612763,Memphis Grizzlies,1610612740,New Orleans Pelicans,15,10,7,0.15900000000000003,30,6,8,-1,1
0022200544,1610612750,Minnesota Timberwolves,1610612765,Detroit Pistons,-12,-4,-1,-0.04899999999999999,-24,-13,0,1,0
0022200545,1610612760,Oklahoma City Thunder,1610612755,Philadelphia 76ers,-19,-13,-3,-0.08500000000000002,-38,-6,0,3,0
0022200546,1610612762,Utah Jazz,1610612748,Miami Heat,-3,-9,2,-0.07400000000000001,-6,12,-4,4,0
0022200547,1610612763,Memphis Grizzlies,1610612758,Sacramento Kings,10,1,4,0.05399999999999999,20,10,4,-4,1
0022200548,1610612749,Milwaukee Bucks,1610612764,Washington Wizards,-23,-7,-3,-0.17800000000000005,-46,-10,2,-2,0
0022200549,1610612743,Denver Nuggets,1610612738,Boston Celtics,12,1,1,0.10999999999999993,24,-6,-3,4,1
0022200550,1610612752,New York Knicks,1610612756,Phoenix Suns,19,4,2,0.09499999999999997,38,9,-3,0,1
0022200551,1610612766,Charlotte Hornets,1610612747,Los Angeles Lakers,-6,-2,2,-0.03199999999999997,-12,-6,2,-1,0
0022200552,1610612739,Cleveland Cavaliers,1610612741,Chicago Bulls,11,5,1,0.027000000000000024,22,5,-7,3,1
0022200553,1610612754,Indiana Pacers,1610612761,Toronto Raptors,8,-2,-9,0.032999999999999974,16,14,-1,2,1
0022200554,1610612755,Philadelphia 76ers,1610612740,New Orleans Pelicans,9,0,0,-0.02300000000000002,18,-14,6,-7,1
0022200555,1610612751,Brooklyn Nets,1610612759,San Antonio Spurs,36,5,3,0.191,72,2,8,-5,1
0022200556,1610612745,Houston Rockets,1610612742,Dallas Mavericks,-5,2,-2,0.04300000000000004,-10,5,-4,2,0
0022200557,1610612750,Minnesota Timberwolves,1610612743,Denver Nuggets,13,2,3,0.05499999999999999,26,-4,-1,-3,1
0022200558,1610612744,Golden State Warriors,1610612737,Atlanta Hawks,2,4,-4,-0.03999999999999998,4,16,0,6,1
0022200559,1610612757,Portland Trail Blazers,1610612765,Detroit Pistons,29,13,2,0.15599999999999997,58,-1,8,-3,1
0022200560,1610612746,LA Clippers,1610612748,Miami Heat,-10,-3,-1,-0.026000000000000023,-20,-14,0,4,0
0022200561,1610612749,Milwaukee Bucks,1610612764,Washington Wizards,10,0,2,0.046999999999999986,20,3,-1,2,1
0022200562,1610612760,Oklahoma City Thunder,1610612738,Boston Celtics,33,2,-4,0.13699999999999996,66,6,10,-4,1
0022200563,1610612762,Utah Jazz,1610612758,Sacramento Kings,-2,-2,-1,-0.10300000000000004,-4,4,2,-2,0
0022200564,1610612766,Charlotte Hornets,1610612763,Memphis Grizzlies,-24,-3,0,-0.09599999999999997,-48,-15,1,-2,0
0022200565,1610612739,Cleveland Cavaliers,1610612756,Phoenix Suns,2,-9,1,-0.0050000000000000044,4,-3,1,0,1
0022200566,1610612753,Orlando Magic,1610612760,Oklahoma City Thunder,11,3,2,0.11499999999999999,22,16,-3,8,1
0022200567,1610612755,Philadelphia 76ers,1610612754,Indiana Pacers,3,-7,-1,0.016000000000000014,6,1,-3,-2,1
0022200568,1610612752,New York Knicks,1610612759,San Antonio Spurs,3,-9,3,-0.02100000000000002,6,9,2,-3,1
0022200569,1610612761,Toronto Raptors,1610612749,Milwaukee Bucks,-3,-4,0,-0.07,-6,-26,6,-19,0
